Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
1;1;ARTE kinkiet 1008C1 Aldex;KINKIETY;174.8;1;150;0;;;;;;;;Aldex;;;;;;;;;;100;1;1;0;both;;;;<p>New design.</p>;"<p>Nowoczesny kinkiet ścienny {""Producent:"": ""producent-lamp-aldex,1"", ""Nr katalogowy:"": ""1008C1"", ""EAN:"": ""5904798649371"", ""Na stanie:"": ""2 szt.  / wysyłka do 48 godzin""}, ""price"": ""\n174.80\nPLN\n"", ""techInfo"": [""Zasilanie:230"", ""Materiał:metal"", ""Wysokość:54 cm"", ""Szerokość:12 cm"", ""Odległość od ściany:33 cm"", ""Źródło światła:1 x E27 max 60W"", ""Lampa sprzedawana jest bez żarówek""]</p>";lampa;Meta title-arte-kinkiet-1008c1-aldex;Meta keywords-arte-kinkiet-1008c1-aldex;Meta description-arte-kinkiet-1008c1-aldex;30128,arte-kinkiet-1008c1-aldex;Dostepny;;1;;;1;https://www.imperiumlamp.pl/files/600/1008C1.jpg,https://www.imperiumlamp.pl/files/producers/aldex_logo.png;text;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
