"Product ID";Obraz;Nazwa;Indeks;Kategoria;"Cena (netto)";"Cena (brutto)";Ilość;Wyświetlany;Pozycja
2;http://localhost//arte-kinkiet-1008c1-aldex.jpg;"ARTE kinkiet 1008C1 Aldex";1;NOWOCZESNE;142.113821;174.8;1000;0
